time,temp,tmin,tmax,rhum,prcp,snwd,wspd,wpgt,pres,tsun,cldc
2007-12-10,7.6,6.9,9.1,86,1.0,,24.8,,1005.9,,7
2007-12-11,5.3,3.7,7.7,82,0.2,,17.6,,1028.3,,4
2007-12-12,1.9,-1.2,6.7,91,0.0,,9.0,,1036.8,,
2007-12-13,2.1,-1.0,5.8,92,0.0,,14.4,,1039.0,,
2007-12-14,0.9,-0.2,1.8,89,0.0,,16.8,,1037.3,,
2007-12-15,0.4,-1.8,3.0,70,0.0,,19.1,,1032.9,,3
2007-12-16,-1.3,-4.6,1.8,79,0.0,,15.3,,1033.6,,0
2007-12-17,-0.8,-2.6,0.4,77,0.0,,18.8,,1030.9,,5
2007-12-18,-2.1,-4.5,0.6,79,0.0,,12.1,,1033.5,,1
2007-12-19,-2.8,-5.4,0.7,84,0.0,,8.6,,1036.6,,0
2007-12-20,-2.2,-7.1,3.3,83,0.0,,7.5,,1033.8,,0
2007-12-21,-1.1,-5.5,5.8,80,0.0,,5.0,,1027.8,,4
2007-12-22,-0.6,-6.3,9.3,82,0.0,,0.9,,1026.7,,1
2007-12-23,0.4,-4.3,9.5,84,0.0,,2.0,,1029.5,,2
2007-12-24,-0.5,-5.7,6.4,86,0.0,,4.2,,1028.9,,1
2007-12-25,1.6,-1.1,4.0,79,0.2,,12.2,,1021.9,,7
2007-12-26,2.8,0.1,4.2,96,0.0,,9.7,,1028.1,,
2007-12-27,5.4,2.8,6.5,97,0.2,,9.4,,1033.4,,
2007-12-28,5.4,4.5,6.7,96,0.0,,14.2,,1029.5,,
2007-12-29,6.5,4.9,9.0,91,1.8,,20.0,,1020.7,,
2007-12-30,5.4,2.2,9.3,91,0.0,,10.8,,1027.3,,
2007-12-31,5.0,3.8,6.4,95,0.2,,5.1,,1030.7,,7
2008-01-01,3.7,2.1,6.1,95,0.0,,7.6,,1024.8,,
2008-01-02,0.2,-0.6,2.1,84,0.0,,17.7,,1014.9,,6
2008-01-03,1.6,-2.1,6.2,90,0.4,,9.8,,1001.0,,7
2008-01-04,7.4,3.1,10.3,87,10.2,,13.4,,1005.5,,8
2008-01-05,8.4,6.0,9.5,89,0.6,,21.5,,1005.8,,7
2008-01-06,7.1,3.5,12.0,91,1.2,,12.7,,1013.1,,6
2008-01-07,9.3,7.1,11.0,80,0.2,,21.9,,1017.7,,
2008-01-08,5.5,3.9,8.0,94,0.0,,14.4,,1021.4,,
2008-01-09,7.3,5.1,10.4,86,0.8,,15.1,,1016.4,,7
2008-01-10,7.5,2.9,11.3,90,0.6,,19.5,,1014.5,,7
2008-01-11,9.3,8.3,10.9,83,4.0,,25.2,,1001.0,,
2008-01-12,6.4,4.1,9.1,75,0.0,,18.8,,1010.8,,4
2008-01-13,6.2,4.4,9.0,78,0.6,,16.9,,1012.9,,7
2008-01-14,7.6,4.4,10.6,80,0.6,,19.5,,1007.2,,
2008-01-15,8.6,7.7,9.3,85,6.4,,32.5,,1000.0,,7
2008-01-16,7.0,5.7,8.7,89,1.4,,15.1,,997.2,,7
2008-01-17,8.1,4.8,11.1,92,0.4,,18.7,,1009.0,,7
2008-01-18,10.1,7.0,12.5,90,1.4,,19.0,,1019.1,,
2008-01-19,12.6,11.2,14.9,81,0.0,,21.6,,1027.2,,7
2008-01-20,11.7,10.9,13.1,73,0.0,,16.0,,1028.5,,7
2008-01-21,10.2,9.1,11.5,78,2.8,,19.9,,1021.6,,7
2008-01-22,6.8,3.3,9.4,76,0.0,,17.2,,1024.2,,
2008-01-23,6.3,0.6,11.4,83,0.0,,10.8,,1031.8,,7
2008-01-24,7.4,5.6,10.0,80,0.2,,11.0,,1031.4,,7
2008-01-25,3.8,-1.1,10.3,84,0.0,,7.2,,1041.5,,3
2008-01-26,2.1,-2.2,9.1,87,0.0,,6.5,,1039.9,,5
2008-01-27,2.1,-3.9,11.4,78,0.0,,5.7,,1037.1,,5
2008-01-28,2.2,-3.4,7.6,89,0.0,,5.4,,1035.6,,
2008-01-29,2.8,-0.4,4.7,90,0.0,,6.6,,1030.0,,8
2008-01-30,2.2,1.5,5.0,92,2.2,,12.0,,1028.3,,6
2008-01-31,2.6,-2.2,7.7,89,13.6,,22.5,,1021.0,,
2008-02-01,5.4,3.1,7.0,93,11.2,,15.5,,1004.5,,7
2008-02-02,2.6,-2.2,7.5,82,0.0,,12.2,,1018.1,,
2008-02-03,3.4,-2.1,9.3,76,4.0,,17.0,,1010.3,,5
2008-02-04,6.2,4.4,7.5,86,3.2,,19.5,,1004.9,,6
2008-02-05,8.7,3.3,11.7,88,8.4,,28.2,,1012.8,,8
2008-02-06,9.4,6.3,12.9,76,0.0,,22.9,,1025.1,,
2008-02-07,4.9,-1.0,12.4,83,0.0,,5.0,,1037.0,,1
2008-02-08,5.6,0.5,12.4,75,0.0,,6.5,,1034.4,,1
2008-02-09,5.9,0.1,12.9,62,0.0,,7.3,,1032.3,,2
2008-02-10,5.6,-1.7,12.1,,0.0,,,,,,
2008-02-11,6.4,1.6,12.3,69,0.0,,10.9,,1032.0,,1
2008-02-12,6.1,-1.1,11.8,69,0.0,,9.2,,1032.9,,1
2008-02-13,6.0,0.8,11.4,77,0.0,,8.8,,,,
2008-02-14,2.7,-0.7,7.4,86,0.0,,11.9,,1034.5,,1
2008-02-15,0.6,-0.3,2.4,90,0.0,,17.3,,1035.0,,6
2008-02-16,1.7,-2.9,6.7,62,0.0,,17.2,,1038.5,,0
2008-02-17,1.9,-2.3,8.5,57,0.0,,10.7,,1038.4,,
2008-02-18,3.3,-4.1,11.3,70,0.0,,7.7,,1032.7,,0
2008-02-19,5.3,0.0,11.4,64,0.8,,5.9,,1023.8,,2
2008-02-20,7.8,4.3,9.4,93,1.4,,6.9,,1020.6,,8
2008-02-21,8.7,4.6,10.2,89,0.0,,12.1,,1026.8,,7
2008-02-22,9.7,6.1,14.0,84,0.0,,13.9,,1029.4,,
2008-02-23,8.9,7.3,12.9,83,0.0,,6.9,,1029.7,,6
2008-02-24,8.4,0.7,17.3,82,2.8,,8.5,,1021.3,,
2008-02-25,10.7,9.4,13.3,90,0.0,,9.8,,1022.0,,7
2008-02-26,9.2,8.3,11.3,90,3.4,,17.3,,1014.6,,6
2008-02-27,7.1,2.8,11.5,82,0.4,,10.2,,1020.8,,5
2008-02-28,9.6,6.3,12.8,94,0.2,,10.5,,1020.9,,8
2008-02-29,10.9,9.3,12.6,86,0.6,,18.5,,1018.9,,8
2008-03-01,11.9,10.7,14.3,69,0.0,,32.2,,1013.5,,5
2008-03-02,11.2,8.7,15.1,83,3.0,,21.1,,1016.6,,7
2008-03-03,8.7,6.2,10.3,72,2.0,,19.4,,1014.7,,
2008-03-04,4.7,2.8,8.0,78,0.4,,23.3,,1019.5,,
2008-03-05,3.6,-0.1,7.7,69,0.0,,18.3,,1032.5,,
2008-03-06,3.8,-1.9,9.0,83,0.2,,7.0,,1027.7,,
2008-03-07,7.6,6.0,10.1,80,0.0,,11.1,,1017.5,,8
2008-03-08,6.9,0.5,11.5,78,0.0,,13.1,,1013.0,,
2008-03-09,7.7,7.1,10.1,83,3.2,,20.1,,1003.3,,7
2008-03-10,6.9,3.8,9.8,82,3.8,,32.5,,989.4,,6
2008-03-11,9.9,5.7,14.5,81,7.4,,27.7,,996.1,,7
2008-03-12,9.8,7.8,12.5,68,0.4,,33.3,,1007.7,,
2008-03-13,8.7,5.5,12.0,76,1.0,,18.5,,1017.8,,7
2008-03-14,12.3,8.7,15.8,81,0.0,,16.8,,1014.3,,
2008-03-15,11.4,5.2,17.8,82,4.2,,10.3,,1006.8,,6
2008-03-16,10.1,9.1,14.3,86,3.4,,23.0,,1001.6,,7
2008-03-17,7.1,5.8,9.4,74,0.0,,19.9,,1013.4,,7
2008-03-18,4.6,0.8,7.3,71,0.0,,17.1,,1017.5,,
2008-03-19,5.1,1.8,9.2,69,0.0,,18.0,,,,
2008-03-20,5.2,-1.0,9.4,75,2.0,,18.6,,1019.0,,6
2008-03-21,7.2,4.8,10.3,78,5.4,,29.9,,993.1,,
2008-03-22,4.1,1.3,9.0,85,2.4,,20.7,,992.2,,6
2008-03-23,2.9,-0.8,6.8,69,3.4,,19.3,,1001.5,,
2008-03-24,3.4,0.7,6.8,81,1.4,,20.3,,999.9,,
2008-03-25,4.1,-0.5,8.4,76,0.0,,13.6,,1008.4,,
2008-03-26,7.3,4.2,10.1,82,5.0,,9.0,,1002.5,,7
2008-03-27,6.7,4.6,11.9,80,1.0,,19.1,,1001.6,,5
2008-03-28,5.6,-0.1,10.1,88,6.0,,18.6,,1008.3,,5
2008-03-29,9.3,4.1,13.8,71,0.0,,19.6,,1016.2,,4
2008-03-30,9.2,6.5,10.8,75,4.8,,13.0,,1006.6,,7
2008-03-31,8.1,4.3,14.2,84,0.8,,9.6,,1015.5,,
2008-04-01,9.1,3.9,14.4,86,0.0,,12.4,,1024.4,,5
2008-04-02,10.2,7.2,13.6,83,3.2,,16.5,,1026.5,,
2008-04-03,11.3,8.8,15.1,75,0.0,,16.8,,1027.9,,
2008-04-04,9.2,2.5,15.8,72,0.0,,7.6,,1028.6,,3
2008-04-05,8.4,6.2,12.1,80,1.8,,16.1,,1015.6,,6
2008-04-06,4.2,2.7,8.8,81,2.6,,13.3,,1005.0,,
2008-04-07,3.2,-0.5,9.6,78,0.2,1,16.6,,1005.2,,
2008-04-08,5.1,-1.0,8.9,69,0.0,,8.4,,1004.0,,6
2008-04-09,6.8,5.3,8.6,68,0.2,,12.8,,998.9,,8
2008-04-10,8.1,2.4,12.9,61,0.0,,12.5,,998.8,,6
2008-04-11,9.9,4.5,14.5,58,0.0,,15.0,,1001.6,,6
2008-04-12,8.9,3.9,15.5,77,0.4,,17.1,,1010.0,,4
2008-04-13,8.9,6.9,12.5,85,12.8,,10.8,,1011.6,,
2008-04-14,7.8,5.6,10.9,81,3.6,,15.3,,1016.2,,
2008-04-15,6.9,2.6,12.6,68,0.0,,11.2,,1022.7,,
2008-04-16,6.9,-0.7,13.2,63,0.0,,7.6,,1019.8,,1
2008-04-17,7.9,2.6,12.5,57,0.6,,26.9,,1004.9,,4
2008-04-18,10.8,6.5,14.9,81,2.2,,17.6,,993.9,,8
2008-04-19,11.9,9.4,17.1,77,0.0,,14.1,,996.0,,6
2008-04-20,12.3,7.4,16.1,76,6.2,,8.2,,999.7,,7
2008-04-21,12.2,10.5,15.3,79,0.2,,15.3,,999.1,,7
2008-04-22,13.1,6.2,19.5,80,0.0,,7.3,,1007.7,,7
2008-04-23,11.2,7.2,17.0,82,0.4,,11.3,,1018.1,,4
2008-04-24,11.2,3.1,18.3,74,1.0,,14.4,,1024.8,,3
2008-04-25,12.6,6.5,18.7,68,0.0,,9.6,,1029.7,,
2008-04-26,14.3,6.0,20.6,63,0.0,,7.6,,1026.8,,4
2008-04-27,17.4,9.3,24.7,60,0.2,,10.2,,1016.9,,6
2008-04-28,12.2,8.9,16.3,76,3.2,,13.3,,1009.0,,
2008-04-29,9.6,6.1,12.8,89,9.2,,17.9,,1002.6,,7
2008-04-30,10.3,7.7,15.0,79,2.4,,24.9,,998.1,,7
2008-05-01,9.9,6.1,15.2,79,1.0,,17.6,,1011.3,,
2008-05-02,12.2,6.7,18.7,75,0.0,,7.7,,1021.5,,5
2008-05-03,16.8,10.1,23.2,63,0.0,,8.6,,1022.7,,4
2008-05-04,17.8,11.3,24.2,60,0.0,,10.0,,,,
2008-05-05,17.4,11.9,22.2,50,0.0,,14.6,,1021.6,,5
2008-05-06,17.6,11.4,22.8,55,0.0,,14.4,,1020.8,,1
2008-05-07,18.6,9.2,24.7,59,0.0,,11.8,,1018.0,,1
2008-05-08,19.6,12.4,26.3,53,0.0,,13.6,,1013.7,,1
2008-05-09,18.1,12.4,24.1,61,0.0,,7.9,,1012.6,,4
2008-05-10,20.4,14.0,26.7,55,0.0,,13.4,,1014.2,,6
2008-05-11,19.7,14.2,25.2,47,0.0,,13.3,,1015.5,,1
2008-05-12,19.4,12.1,25.5,53,0.0,,12.1,,1014.6,,1
2008-05-13,20.3,11.0,26.6,48,0.0,,8.3,,1013.2,,
2008-05-14,18.3,13.8,25.8,68,13.0,,8.5,,1011.3,,5
2008-05-15,16.5,13.9,21.1,81,0.2,,9.2,,1009.3,,
2008-05-16,16.6,10.5,22.2,76,0.2,,8.4,,1007.2,,
2008-05-17,15.2,13.0,20.1,79,0.0,,12.8,,1006.4,,6
2008-05-18,12.8,8.8,17.4,85,2.2,,11.5,,1009.2,,6
2008-05-19,12.6,9.3,16.3,67,0.0,,20.3,,1012.8,,
2008-05-20,14.1,8.7,19.3,58,0.0,,17.2,,1014.4,,
2008-05-21,15.3,7.8,20.4,56,0.0,,10.7,,1014.7,,3
2008-05-22,16.4,13.2,20.1,57,0.0,,7.0,,1014.3,,7
2008-05-23,17.3,10.8,22.1,60,0.0,,9.6,,1011.8,,6
2008-05-24,17.9,15.5,22.3,73,2.2,,13.8,,1005.3,,7
2008-05-25,17.4,13.3,22.4,78,5.2,,11.2,,1009.2,,
2008-05-26,15.9,14.8,18.9,87,4.8,,12.4,,1007.5,,
2008-05-27,15.6,11.4,18.1,95,24.2,,8.8,,1008.2,,7
2008-05-28,17.5,14.1,22.4,78,0.0,,18.0,,1008.2,,
2008-05-29,16.9,13.3,20.9,82,0.6,,3.4,,1011.6,,
2008-05-30,18.5,14.1,23.3,80,0.2,,7.4,,1011.7,,
2008-05-31,16.2,13.5,20.0,79,0.0,,9.6,,1015.5,,6
2008-06-01,17.3,12.5,22.5,79,1.0,,9.6,,1013.8,,
2008-06-02,18.3,15.6,21.4,83,1.6,,7.3,,1011.5,,7
2008-06-03,15.3,13.3,18.9,87,1.6,,17.3,,1013.5,,7
2008-06-04,15.3,11.9,18.7,80,0.0,,12.4,,1017.6,,7
2008-06-05,16.5,13.5,20.2,61,0.2,,12.5,,1016.7,,7
2008-06-06,14.9,12.6,18.2,65,0.0,,16.6,,1016.8,,
2008-06-07,15.2,10.4,19.1,71,0.2,,14.2,,1018.5,,7
2008-06-08,16.3,9.3,21.5,71,0.0,,11.6,,1021.0,,
2008-06-09,21.4,15.3,27.5,67,0.0,,18.5,,1021.8,,
2008-06-10,21.9,15.8,27.8,61,0.0,,16.3,,1021.1,,1
2008-06-11,17.9,13.8,23.2,64,0.0,,17.7,,1021.3,,4
2008-06-12,13.8,10.0,18.2,76,4.2,,18.3,,1017.1,,
2008-06-13,13.1,5.8,17.7,66,0.0,,10.0,,1018.4,,
2008-06-14,15.2,10.0,19.8,64,0.0,,11.9,,1016.8,,6
2008-06-15,12.9,8.4,18.5,76,0.8,,7.9,,1012.3,,7
2008-06-16,15.4,11.4,19.4,73,0.0,,11.3,,1009.7,,7
2008-06-17,17.4,9.3,23.8,54,0.0,,12.4,,1012.4,,
2008-06-18,17.4,11.0,22.3,59,0.0,,13.3,,1016.3,,
2008-06-19,16.8,12.3,22.2,77,9.4,,15.9,,1015.1,,7
2008-06-20,18.6,13.7,23.8,78,0.0,,8.6,,1019.8,,7
2008-06-21,21.4,13.7,28.0,73,0.8,,6.6,,1018.9,,
2008-06-22,22.2,16.5,28.3,76,0.2,,14.5,,1014.7,,5
2008-06-23,18.3,13.1,24.1,59,0.0,,9.8,,1019.8,,4
2008-06-24,22.2,14.6,29.6,66,0.0,,8.9,,1015.7,,4
2008-06-25,22.1,19.7,26.4,64,0.0,,17.6,,1016.8,,
2008-06-26,19.9,13.9,25.3,55,0.0,,8.3,,1021.6,,
2008-06-27,18.6,13.0,22.6,66,0.0,,15.0,,1022.4,,5
2008-06-28,20.9,17.0,26.0,68,0.0,,12.1,,1021.6,,6
2008-06-29,21.2,16.6,25.6,64,0.0,,9.8,,1020.1,,
2008-06-30,20.6,14.2,26.2,56,0.0,,8.7,,1021.4,,
2008-07-01,23.8,14.5,31.9,54,0.2,,10.4,,1014.8,,1
2008-07-02,20.3,19.0,24.7,80,3.2,,11.8,,1009.9,,7
2008-07-03,17.5,14.6,23.8,73,0.4,,15.0,,1012.4,,6
2008-07-04,17.1,8.1,24.2,64,0.2,,8.8,,1017.3,,
2008-07-05,18.9,16.7,22.8,68,2.2,,13.3,,1013.6,,7
2008-07-06,17.7,11.4,23.6,59,0.0,,19.4,,1010.4,,
2008-07-07,15.9,12.9,20.6,74,14.0,,26.7,,1007.5,,
2008-07-08,16.1,13.0,20.6,78,0.4,,21.6,,1013.8,,
2008-07-09,18.2,11.4,25.2,72,0.0,,14.1,,1016.9,,
2008-07-10,21.2,14.3,28.2,67,0.8,,19.5,,1012.3,,4
2008-07-11,18.7,15.6,24.1,73,0.4,,17.3,,1010.0,,
2008-07-12,16.7,13.4,21.4,66,0.0,,16.5,,1011.9,,
2008-07-13,16.2,11.2,20.2,60,0.0,,10.9,,1015.4,,
2008-07-14,17.6,8.3,24.7,59,0.0,,8.0,,1024.0,,2
2008-07-15,20.7,11.1,28.1,61,0.0,,10.8,,1027.5,,1
2008-07-16,18.8,14.3,22.4,71,0.0,,13.1,,1023.3,,5
2008-07-17,18.9,14.0,23.9,57,0.0,,14.1,,1017.2,,
2008-07-18,18.8,14.6,23.0,63,0.2,,15.1,,1014.9,,
2008-07-19,19.8,16.6,24.8,68,0.0,,20.5,,1013.2,,
2008-07-20,16.3,10.6,21.6,63,0.0,,16.5,,1017.5,,
2008-07-21,16.2,10.1,21.3,59,0.0,,16.6,,1023.0,,
2008-07-22,18.7,8.4,26.1,53,0.0,,11.3,,1025.9,,
2008-07-23,21.4,14.2,27.5,51,0.0,,12.1,,1022.9,,0
2008-07-24,22.7,15.3,29.1,44,0.0,,17.6,,1015.5,,3
2008-07-25,21.8,16.9,28.1,60,23.6,,11.0,,1011.5,,
2008-07-26,21.2,16.3,25.8,74,0.0,,11.6,,1014.8,,
2008-07-27,23.9,18.9,29.4,61,2.0,,10.3,,1016.4,,
2008-07-28,24.6,18.5,31.6,66,1.0,,8.1,,1013.2,,4
2008-07-29,21.2,16.4,26.9,67,0.0,,13.0,,1016.3,,5
2008-07-30,23.9,14.7,31.7,61,0.0,,6.1,,1016.9,,4
2008-07-31,25.3,18.6,33.6,64,0.6,,8.0,,,,
2008-08-01,19.9,16.2,25.1,66,0.0,,17.3,,1016.4,,6
2008-08-02,18.8,14.4,25.2,78,0.8,,16.5,,1017.4,,5
2008-08-03,20.8,17.0,25.5,79,7.6,,17.4,,1015.6,,7
2008-08-04,20.6,17.2,24.9,70,0.0,,18.2,,1013.0,,6
2008-08-05,21.9,15.8,28.2,62,0.0,,8.7,,1016.4,,5
2008-08-06,24.5,15.6,32.5,62,32.0,,6.9,,1012.4,,4
2008-08-07,20.7,16.6,24.2,78,9.4,,14.2,,1007.5,,6
2008-08-08,18.3,16.2,22.7,79,0.2,,19.7,,1011.5,,7
2008-08-09,19.2,12.2,25.5,70,0.0,,13.6,,1016.4,,
2008-08-10,18.9,15.7,22.3,75,0.2,,18.9,,1010.6,,6
2008-08-11,18.0,12.8,23.4,72,4.2,,9.6,,1006.5,,
2008-08-12,20.1,15.5,24.8,68,0.0,,25.7,,997.9,,
2008-08-13,18.3,14.7,22.8,61,0.0,,27.4,,1008.9,,
2008-08-14,16.4,11.3,22.0,67,3.2,,10.8,,1015.5,,
2008-08-15,17.8,13.9,23.0,67,0.0,,9.6,,1015.8,,
2008-08-16,18.1,12.2,23.4,62,0.0,,10.8,,1011.6,,6
2008-08-17,18.6,15.6,22.7,65,0.0,,14.4,,1009.3,,7
2008-08-18,20.0,14.2,25.4,66,0.0,,17.8,,1009.7,,5
2008-08-19,18.7,15.3,23.9,68,1.0,,21.9,,1011.0,,
2008-08-20,17.9,14.9,22.0,72,0.0,,15.7,,1016.0,,7
2008-08-21,18.1,13.1,24.0,74,1.2,,11.5,,,,
2008-08-22,16.2,16.0,17.0,94,17.8,,7.9,,1014.3,,7
2008-08-23,15.4,11.3,20.8,76,0.0,,11.7,,1016.5,,4
2008-08-24,15.0,10.7,19.0,83,4.6,,9.3,,1014.8,,7
2008-08-25,18.1,13.4,22.9,77,0.2,,11.0,,1017.8,,
2008-08-26,18.3,13.6,24.0,79,0.0,,8.4,,1023.4,,
2008-08-27,18.1,12.1,23.4,77,0.0,,7.4,,1023.9,,3
2008-08-28,18.3,14.8,21.1,74,0.0,,9.0,,1022.6,,7
2008-08-29,18.4,16.9,22.1,74,0.0,,9.5,,1020.5,,5
2008-08-30,21.4,13.8,29.4,70,0.0,,10.1,,1015.1,,0
2008-08-31,21.2,17.0,26.8,72,0.0,,12.5,,1012.5,,5
2008-09-01,18.1,15.1,22.6,74,0.0,,12.9,,1017.3,,
2008-09-02,17.4,15.1,22.8,78,2.0,,18.9,,1010.8,,7
2008-09-03,13.4,10.9,16.3,89,1.8,,14.4,,1008.7,,6
2008-09-04,14.6,9.8,18.9,82,0.2,,16.0,,1007.2,,
2008-09-05,17.0,13.5,20.6,86,1.8,,17.1,,1000.5,,7
2008-09-06,17.8,14.7,21.5,66,0.4,,26.4,,1002.9,,
2008-09-07,16.4,13.8,20.5,75,0.6,,22.3,,1009.7,,
2008-09-08,15.6,10.9,21.6,75,0.0,,9.2,,1016.2,,3
2008-09-09,17.6,10.6,27.1,76,0.2,,9.0,,1014.0,,3
2008-09-10,19.4,15.5,25.6,81,0.2,,9.6,,1015.9,,
2008-09-11,19.0,14.6,27.2,82,2.2,,9.7,,1010.1,,
2008-09-12,15.2,13.0,19.7,81,0.6,,13.0,,1014.3,,
2008-09-13,13.8,7.5,18.2,80,0.2,,12.9,,1018.0,,4
2008-09-14,15.2,12.0,19.2,66,0.0,,15.9,,1021.0,,
2008-09-15,13.0,6.7,18.0,68,0.0,,10.8,,1022.9,,5
2008-09-16,13.0,8.1,18.3,63,0.0,,12.8,,1022.2,,
2008-09-17,12.1,8.4,16.5,60,0.0,,17.6,,1020.4,,6
2008-09-18,11.2,6.4,16.4,67,0.0,,10.5,,1020.3,,5
2008-09-19,12.3,5.9,19.1,66,0.0,,11.5,,1024.4,,0
2008-09-20,13.5,7.0,19.7,59,0.0,,16.2,,1027.9,,1
2008-09-21,12.6,6.9,18.0,57,0.0,,20.3,,1023.5,,3
2008-09-22,13.1,7.1,18.4,68,0.0,,15.7,,1020.7,,
2008-09-23,12.6,7.2,17.4,74,1.8,,14.4,,1019.8,,
2008-09-24,14.0,10.9,18.9,77,0.0,,7.8,,1020.7,,5
2008-09-25,14.9,10.7,20.0,73,0.0,,16.2,,1027.4,,
2008-09-26,13.7,8.3,19.0,64,0.0,,20.1,,1030.9,,1
2008-09-27,14.1,8.0,20.6,56,0.0,,15.7,,1029.3,,0
2008-09-28,12.9,6.4,20.5,66,0.0,,4.4,,1025.5,,2
2008-09-29,11.6,4.8,18.2,78,0.0,,8.3,,1020.3,,4
2008-09-30,11.3,7.5,14.2,86,1.2,,18.3,,1015.1,,6
2008-10-01,14.1,12.8,19.3,74,0.4,,26.4,,1008.1,,6
2008-10-02,10.4,8.2,15.5,72,0.6,,19.6,,1008.2,,
2008-10-03,8.2,5.3,11.5,82,1.8,,17.3,,1011.2,,
2008-10-04,9.2,2.8,14.9,72,0.6,,15.3,,,,5
2008-10-05,13.1,10.1,16.3,79,0.6,,29.1,,,,7
2008-10-06,15.6,13.5,18.5,80,0.6,,16.6,,,,7
2008-10-07,16.5,13.5,22.3,83,9.2,,13.9,,1012.9,,7
2008-10-08,13.7,10.8,16.4,81,0.0,,11.1,,1018.3,,7
2008-10-09,11.6,8.4,16.3,78,0.0,,11.0,,1030.8,,
2008-10-10,11.9,4.6,19.9,84,0.2,,3.7,,1033.1,,3
2008-10-11,12.2,6.3,18.8,90,0.2,,4.4,,1028.9,,3
2008-10-12,14.2,7.1,21.7,83,0.2,,2.7,,1025.8,,
2008-10-13,17.2,11.6,24.8,78,0.0,,8.9,,1020.9,,
2008-10-14,15.3,12.8,18.8,75,0.0,,8.1,,1022.5,,7
2008-10-15,14.7,12.7,17.0,85,1.0,,15.8,,1018.9,,8
2008-10-16,11.4,10.5,14.9,82,1.2,,12.9,,1017.1,,
2008-10-17,8.4,3.1,15.3,80,0.0,,4.1,,1021.5,,
2008-10-18,7.7,1.6,16.4,78,0.0,,3.9,,1021.7,,
2008-10-19,8.3,1.5,16.2,78,0.0,,5.3,,1023.2,,2
2008-10-20,13.5,4.7,19.9,77,1.6,,16.0,,1016.1,,3
2008-10-21,11.6,9.1,11.8,88,7.4,,11.8,,1013.6,,8
2008-10-22,8.7,6.6,13.7,83,0.0,,7.4,,1023.9,,
2008-10-23,7.3,1.3,14.5,81,0.0,,6.4,,1028.3,,
2008-10-24,9.2,4.9,12.6,78,0.0,,5.6,,1025.7,,7
2008-10-25,9.9,8.8,12.3,91,0.4,,3.7,,1031.7,,6
2008-10-26,10.9,5.2,15.2,86,13.8,,13.2,,1023.7,,
2008-10-27,10.6,8.9,14.3,87,3.4,,12.7,,1011.4,,
2008-10-28,6.4,4.3,11.4,84,0.0,,7.5,,1011.7,,
2008-10-29,2.1,-1.0,4.6,96,0.2,,5.0,,1008.3,,
2008-10-30,4.0,2.0,5.9,92,4.4,,15.1,,995.7,,7
2008-10-31,6.3,4.2,8.6,,12.2,,12.9,,,,8
2008-11-01,9.7,5.9,11.0,,4.2,,17.2,,,,8
2008-11-02,9.3,6.2,12.7,82,1.2,,14.9,,1012.1,,
2008-11-03,11.1,7.1,16.9,84,0.0,,10.1,,1010.5,,4
2008-11-04,10.7,2.6,16.9,80,2.0,,10.5,,1015.1,,4
2008-11-05,9.4,8.0,9.6,88,6.4,,18.2,,1012.5,,8
2008-11-06,9.2,7.9,10.2,96,0.0,,8.7,,1014.4,,8
2008-11-07,9.3,8.3,11.8,93,2.4,,11.7,,1013.9,,6
2008-11-08,8.4,4.1,12.5,90,4.6,,15.9,,1018.3,,5
2008-11-09,11.5,9.5,13.6,86,0.4,,21.3,,1018.0,,
2008-11-10,14.0,10.7,15.2,83,6.6,,31.8,,1015.4,,7
2008-11-11,10.8,7.8,13.3,81,0.2,,22.4,,1014.0,,
2008-11-12,7.3,4.6,10.5,89,0.0,,9.1,,1019.5,,5
2008-11-13,6.4,1.9,12.4,87,0.0,,5.9,,1026.4,,5
2008-11-14,8.1,3.3,10.0,95,0.6,,6.8,,1028.6,,7
2008-11-15,10.6,9.5,11.6,95,0.2,,6.5,,1030.2,,8
2008-11-16,11.5,10.5,12.6,90,0.8,,9.8,,1031.4,,8
2008-11-17,8.1,5.7,10.1,79,1.6,,8.5,,1031.0,,7
2008-11-18,9.4,4.9,11.7,92,0.8,,11.0,,1016.9,,8
2008-11-19,8.5,3.3,11.0,88,0.0,,10.8,,1022.9,,
2008-11-20,9.9,8.0,11.7,90,0.0,,12.8,,,,7
2008-11-21,9.5,8.3,11.5,79,3.0,,22.2,,,,7
2008-11-22,4.4,1.9,7.1,64,0.0,,17.6,,1015.6,,
2008-11-23,1.5,-3.8,7.3,87,6.4,,14.3,,1005.8,,4
2008-11-24,3.9,1.7,7.6,88,1.4,,13.0,,996.2,,
2008-11-25,3.2,-2.4,7.4,85,0.0,,13.6,,1016.2,,
2008-11-26,4.2,2.5,7.5,90,0.0,,9.1,,1027.8,,
2008-11-27,1.7,0.1,4.4,92,0.0,,12.8,,1021.9,,5
2008-11-28,1.5,0.4,3.5,91,0.0,,11.4,,1005.1,,7
2008-11-29,2.7,0.3,6.1,89,4.8,,11.0,,993.8,,7
2008-11-30,2.9,0.1,5.5,95,1.6,,10.9,,990.0,,8
2008-12-01,4.4,2.6,6.0,93,0.2,,12.3,,1000.0,,7
2008-12-02,3.6,-1.0,7.3,86,2.6,,17.8,,1009.9,,6
2008-12-03,4.1,1.9,7.7,92,3.8,,15.6,,1000.4,,
2008-12-04,4.2,-2.6,9.9,94,5.6,,14.6,,994.7,,6
