time,temp,tmin,tmax,rhum,prcp,snwd,wspd,wpgt,pres,tsun,cldc
2008-12-05,6.4,6.1,7.8,87,2.4,,19.8,,991.8,,6
2008-12-06,6.4,4.7,8.7,86,0.0,,14.1,,1011.0,,7
2008-12-07,2.8,0.3,3.4,95,0.0,,8.9,,1027.3,,
2008-12-08,1.6,0.5,2.4,94,0.0,,7.6,,1025.7,,7
2008-12-09,1.3,0.0,3.3,91,3.4,,8.5,,1018.2,,6
2008-12-10,2.4,-1.9,4.3,88,0.0,,11.2,,1017.2,,6
2008-12-11,-0.1,-3.4,5.1,91,0.0,,7.9,,1014.0,,4
2008-12-12,-1.3,-1.8,0.5,95,0.0,,11.0,,1018.7,,8
2008-12-13,0.0,-2.9,4.0,89,4.2,,16.9,,1001.7,,7
2008-12-14,4.0,2.5,5.1,94,1.8,,10.6,,996.7,,
2008-12-15,1.9,0.6,3.0,91,0.0,,12.6,,1012.1,,7
2008-12-16,0.7,0.2,1.5,96,0.0,,10.6,,1016.4,,8
2008-12-17,2.1,-1.3,6.4,96,1.8,,9.0,,1016.0,,7
2008-12-18,4.1,-0.5,8.6,96,0.4,,8.3,,1022.8,,6
2008-12-19,7.4,3.6,9.6,86,0.0,,13.8,,1027.1,,6
2008-12-20,8.2,3.7,11.1,89,0.0,,13.5,,1030.6,,7
2008-12-21,9.4,8.9,9.8,85,0.0,,12.5,,1036.1,,7
2008-12-22,8.9,8.3,9.8,88,0.2,,7.8,,1036.7,,8
2008-12-23,7.9,6.4,9.9,90,0.0,,10.2,,1035.8,,4
2008-12-24,4.2,-0.3,6.6,92,0.0,,8.5,,1034.1,,
2008-12-25,5.7,3.9,6.7,80,0.0,,19.6,,1030.2,,
2008-12-26,1.5,-0.6,3.9,65,0.0,,25.4,,1030.2,,0
2008-12-27,-0.7,-2.6,1.6,73,0.0,,17.5,,1030.2,,
2008-12-28,-1.9,-4.2,1.0,76,0.0,,17.0,,1026.2,,0
2008-12-29,-1.8,-4.6,2.2,78,0.2,,9.6,,1027.2,,0
2008-12-30,-0.3,-4.0,0.7,87,2.0,,10.0,,1028.1,,7
2008-12-31,1.3,0.1,3.1,90,0.0,,8.3,,1026.8,,8
2009-01-01,0.5,-0.7,1.6,94,0.0,,8.9,,1028.6,,8
2009-01-02,-0.6,-3.1,2.2,88,0.0,,13.7,,1027.0,,
2009-01-03,-1.0,-2.9,1.8,82,0.0,,17.0,,1026.6,,1
2009-01-04,-3.3,-7.5,0.1,84,0.0,,4.9,,1024.7,,4
2009-01-05,-1.4,-4.0,-0.2,86,2.2,4,9.7,,1018.5,,8
2009-01-06,-5.1,-8.4,-3.7,85,0.0,3,17.4,,1022.5,,5
2009-01-07,-5.3,-12.5,0.5,75,0.0,3,11.4,,1024.5,,3
2009-01-08,-1.1,-2.9,0.8,82,0.0,2,16.6,,1027.3,,
2009-01-09,-5.1,-8.7,-0.9,77,0.0,1,6.7,,1028.4,,0
2009-01-10,-5.3,-10.4,1.0,83,0.0,1,3.7,,1029.1,,1
2009-01-11,-3.6,-9.4,3.3,83,0.0,1,5.2,,1031.5,,3
2009-01-12,1.2,-3.1,4.8,81,1.2,1,12.9,,1024.1,,6
2009-01-13,4.2,2.6,5.7,83,0.4,,11.5,,1015.9,,8
2009-01-14,3.6,2.5,4.5,94,0.8,,7.8,,1017.3,,7
2009-01-15,2.6,-0.9,6.5,84,0.0,,9.2,,1018.3,,5
2009-01-16,2.9,-0.7,5.5,88,0.0,,9.2,,1019.8,,7
2009-01-17,6.6,4.7,8.4,94,7.6,,15.0,,1018.0,,
2009-01-18,6.9,4.3,8.4,84,12.8,,24.3,,1005.1,,
2009-01-19,7.7,4.1,11.9,84,5.6,,26.4,,993.3,,
2009-01-20,3.3,1.2,6.1,88,0.0,,14.2,,996.9,,
2009-01-21,1.9,0.7,3.6,97,0.6,,10.4,,1007.0,,7
2009-01-22,5.2,1.9,11.8,95,13.6,,20.5,,998.0,,8
2009-01-23,8.1,5.6,12.0,85,4.0,,28.8,,981.4,,
2009-01-24,3.4,2.2,6.7,86,0.0,,11.7,,990.6,,6
2009-01-25,4.1,0.6,7.4,85,0.6,,14.8,,995.4,,6
2009-01-26,4.3,3.0,4.6,94,0.0,,7.2,,1000.8,,7
2009-01-27,3.2,1.7,5.8,92,0.0,,10.3,,1014.0,,6
2009-01-28,1.9,0.1,3.6,90,0.0,,7.2,,1017.4,,7
2009-01-29,-0.2,-2.7,4.4,91,0.0,,8.5,,1018.9,,
2009-01-30,0.7,-3.3,4.6,84,0.0,,13.1,,1017.5,,3
2009-01-31,1.2,-1.2,4.0,76,0.0,,19.5,,1011.6,,4
2009-02-01,-0.6,-3.8,2.6,70,3.8,,21.2,,1004.8,,3
2009-02-02,0.9,-1.8,5.2,93,7.6,1,11.9,,994.2,,8
2009-02-03,-1.3,-4.1,3.4,86,0.0,1,6.6,,1001.0,,4
2009-02-04,-1.1,-7.4,5.3,95,5.0,,5.1,,996.7,,6
2009-02-05,6.4,0.9,10.9,87,0.0,,10.9,,991.9,,7
2009-02-06,5.8,1.9,10.7,84,0.4,,7.7,,990.2,,5
2009-02-07,1.6,-0.1,3.3,94,0.8,,12.9,,993.7,,6
2009-02-08,1.4,-2.8,6.8,87,0.8,,12.1,,1006.5,,6
2009-02-09,5.6,0.8,11.8,96,11.4,,18.9,,1002.6,,8
2009-02-10,5.7,3.5,5.8,86,0.8,,32.8,,999.4,,
2009-02-11,2.6,-2.4,7.3,86,2.4,,9.9,,1018.4,,
2009-02-12,3.1,1.2,5.4,78,2.0,,14.7,,1023.2,,
2009-02-13,1.3,-0.5,2.6,95,1.0,1,11.3,,1022.0,,8
2009-02-14,1.3,-0.8,4.4,80,0.0,,12.1,,1027.5,,
2009-02-15,0.8,-3.8,6.1,77,0.0,,5.5,,1030.5,,6
2009-02-16,5.6,1.0,9.0,84,0.2,,11.4,,1026.6,,8
2009-02-17,7.4,4.4,10.2,88,0.2,,17.5,,1024.7,,8
2009-02-18,5.2,4.1,6.4,89,0.0,,12.1,,1025.4,,7
2009-02-19,2.3,-4.4,8.5,68,0.0,,5.0,,1028.6,,4
2009-02-20,6.8,4.4,10.0,79,0.0,,7.5,,1031.7,,7
2009-02-21,6.6,4.6,9.2,83,0.0,,7.1,,1033.0,,7
2009-02-22,7.1,3.0,9.2,89,0.2,,12.3,,1028.7,,7
2009-02-23,7.1,5.9,8.4,86,0.4,,10.8,,1024.4,,7
2009-02-24,6.4,4.4,7.5,80,0.2,,13.0,,1026.6,,7
2009-02-25,5.1,-0.9,11.2,72,0.0,,5.1,,1030.4,,5
2009-02-26,4.9,-0.6,9.4,86,0.0,,9.3,,1027.0,,
2009-02-27,4.3,0.6,7.7,93,0.0,,8.0,,1023.7,,4
2009-02-28,7.1,0.7,14.4,86,0.0,,7.1,,1015.6,,
2009-03-01,7.8,3.7,13.3,86,0.0,,9.4,,1009.3,,6
2009-03-02,6.5,4.7,12.2,,0.0,,,,,,
2009-03-03,5.8,-0.5,11.8,74,0.4,,13.5,,1013.5,,
2009-03-04,4.7,3.0,7.5,83,8.8,,19.6,,989.1,,7
2009-03-05,1.7,-1.3,6.0,91,0.0,,8.4,,991.7,,
2009-03-06,4.9,1.5,9.7,72,0.0,,16.1,,1006.0,,
2009-03-07,5.3,-0.9,11.1,83,0.0,,8.5,,1014.5,,5
2009-03-08,8.3,6.3,10.8,84,2.6,,18.9,,1010.9,,6
2009-03-09,5.8,3.0,10.7,75,1.2,,18.1,,1016.3,,
2009-03-10,7.8,4.9,12.5,81,2.8,,22.0,,1015.0,,
2009-03-11,7.1,0.6,12.5,72,0.0,,6.4,,1024.7,,
2009-03-12,9.1,5.2,13.3,79,0.0,,11.3,,1025.6,,8
2009-03-13,9.0,5.8,13.2,75,0.0,,7.4,,1022.9,,7
2009-03-14,8.7,3.6,13.3,78,0.0,,10.8,,1019.9,,7
2009-03-15,9.4,2.4,14.4,70,0.0,,9.8,,1030.2,,
2009-03-16,9.1,3.8,14.9,71,0.0,,9.6,,1033.0,,3
2009-03-17,9.7,2.7,16.3,74,0.0,,9.6,,1032.6,,4
2009-03-18,10.9,5.5,16.9,57,0.0,,14.6,,,,
2009-03-19,9.9,2.4,16.2,43,0.0,,13.9,,1025.5,,2
2009-03-20,7.2,2.8,12.0,50,0.0,,16.4,,1029.4,,1
2009-03-21,5.9,-2.0,12.4,43,0.0,,7.3,,1030.0,,0
2009-03-22,5.0,-0.3,10.4,76,0.0,,11.6,,1030.4,,
2009-03-23,8.3,2.3,15.8,75,1.6,,19.6,,,,
2009-03-24,5.9,3.0,9.8,65,0.0,,20.6,,1016.8,,
2009-03-25,7.2,1.7,12.1,76,2.8,,23.6,,1009.7,,
2009-03-26,8.1,5.7,10.0,81,2.8,,22.0,,1010.3,,6
2009-03-27,8.6,5.7,11.7,73,2.6,,21.4,,,,6
2009-03-28,7.1,4.8,11.5,78,3.0,,17.6,,1000.6,,
2009-03-29,5.7,1.8,10.6,71,0.0,,13.0,,1012.4,,
2009-03-30,6.6,0.8,11.7,57,0.0,,10.1,,1020.4,,2
2009-03-31,9.1,2.7,14.5,54,0.0,,15.3,,1021.5,,0
2009-04-01,11.1,4.5,17.3,53,0.0,,22.3,,1016.5,,2
2009-04-02,12.3,6.9,18.8,63,0.0,,13.9,,1015.2,,1
2009-04-03,12.9,6.7,18.7,75,0.0,,6.6,,1016.9,,5
2009-04-04,10.9,6.9,14.2,72,0.0,,11.1,,1021.1,,
2009-04-05,11.9,7.6,16.3,72,0.0,,5.4,,1022.6,,6
2009-04-06,14.2,8.1,21.3,61,6.8,,9.3,,1012.5,,4
2009-04-07,12.2,10.4,16.2,75,0.2,,11.7,,1011.1,,
2009-04-08,10.2,6.5,13.5,86,1.4,,19.8,,1014.3,,6
2009-04-09,15.3,11.4,20.7,70,0.0,,15.4,,1013.3,,6
2009-04-10,15.2,12.0,20.6,60,0.0,,14.0,,1005.4,,5
2009-04-11,14.4,9.4,20.1,68,7.4,,9.9,,1007.6,,6
2009-04-12,14.3,10.9,19.2,80,0.0,,10.7,,1011.7,,
2009-04-13,13.7,9.3,19.7,77,0.0,,10.0,,1011.5,,6
2009-04-14,15.2,8.6,20.5,75,0.6,,6.4,,1008.2,,5
2009-04-15,15.7,12.0,21.9,68,1.4,,13.7,,1004.5,,6
2009-04-16,11.4,9.9,14.4,77,0.0,,8.1,,1007.4,,6
2009-04-17,11.7,6.5,16.4,71,0.0,,13.3,,1010.3,,6
2009-04-18,9.9,6.9,11.8,89,5.2,,9.3,,1014.3,,8
2009-04-19,12.2,9.7,17.4,80,0.0,,10.4,,1018.6,,7
2009-04-20,14.3,8.1,20.4,69,0.0,,16.6,,1023.5,,3
2009-04-21,14.2,8.5,20.0,67,0.0,,17.1,,1024.5,,1
2009-04-22,13.5,5.9,19.4,62,0.0,,11.0,,1025.4,,3
2009-04-23,12.9,5.4,18.3,51,0.0,,8.7,,1023.3,,4
2009-04-24,12.7,6.1,18.3,53,0.0,,14.1,,1016.5,,2
2009-04-25,10.3,7.4,13.0,75,1.4,,12.4,,1010.4,,6
2009-04-26,11.5,8.5,15.1,81,0.0,,5.8,,1009.4,,7
2009-04-27,10.8,7.5,16.1,76,13.2,,19.0,,1003.8,,
2009-04-28,8.4,4.2,13.3,85,6.2,,10.2,,1002.5,,6
2009-04-29,9.9,6.5,15.0,82,0.0,,8.4,,1009.1,,
2009-04-30,11.5,3.6,18.5,74,0.0,,5.9,,1017.6,,2
2009-05-01,14.0,4.9,21.2,69,0.0,,8.8,,1023.6,,2
2009-05-02,13.0,5.4,18.3,74,0.0,,9.1,,1029.7,,4
2009-05-03,11.7,7.7,15.5,77,0.0,,10.6,,1027.8,,6
2009-05-04,11.5,4.9,16.1,62,0.0,,11.3,,1027.8,,
2009-05-05,12.2,6.4,16.6,75,0.0,,14.0,,1026.1,,6
2009-05-06,13.1,8.3,16.8,73,0.0,,13.2,,1022.9,,
2009-05-07,16.1,6.4,24.2,73,1.0,,7.0,,1017.0,,2
2009-05-08,14.5,11.7,18.6,73,0.0,,12.3,,1016.0,,6
2009-05-09,12.6,9.8,16.6,77,4.4,,6.2,,1017.7,,6
2009-05-10,14.9,9.5,20.7,85,3.2,,10.1,,1016.4,,7
2009-05-11,14.6,13.9,16.0,91,20.4,,14.1,,1014.4,,8
2009-05-12,15.6,11.9,20.4,84,0.0,,13.5,,1012.9,,
2009-05-13,17.2,13.4,22.7,82,20.0,,8.2,,1012.9,,7
2009-05-14,15.3,12.8,18.7,90,7.0,,7.2,,1007.8,,7
2009-05-15,12.6,11.8,15.7,84,4.2,,15.0,,1008.0,,6
2009-05-16,12.6,8.4,16.9,82,11.0,,15.7,,1012.5,,7
2009-05-17,12.3,9.7,16.1,85,0.6,,14.8,,1013.7,,6
2009-05-18,12.8,7.8,18.9,75,0.0,,13.6,,1019.2,,
2009-05-19,13.8,6.6,20.0,74,0.0,,7.0,,1021.1,,4
2009-05-20,16.2,7.2,23.0,71,0.0,,5.3,,1020.2,,
2009-05-21,17.5,11.6,23.5,71,0.0,,8.0,,1014.8,,6
2009-05-22,15.9,8.4,21.2,55,0.0,,10.1,,1018.4,,
2009-05-23,17.1,10.0,22.2,62,0.2,,12.9,,1016.9,,4
2009-05-24,21.7,12.8,29.3,69,0.0,,6.9,,1017.2,,
2009-05-25,23.2,17.1,29.2,73,4.2,,11.5,,1013.5,,3
2009-05-26,14.8,13.5,17.3,77,0.0,,21.8,,1016.5,,6
2009-05-27,12.7,6.2,16.6,70,0.0,,14.7,,1028.3,,
2009-05-28,15.3,13.1,18.1,83,0.0,,11.9,,1030.5,,7
2009-05-29,17.4,11.7,22.1,66,0.0,,16.6,,1028.8,,
2009-05-30,17.9,11.0,23.3,46,0.0,,21.1,,1021.9,,0
2009-05-31,17.7,12.1,23.0,60,0.0,,16.0,,1020.6,,
2009-06-01,19.5,12.7,25.2,64,0.0,,16.4,,1020.4,,4
2009-06-02,19.3,14.8,23.6,56,0.0,,19.0,,1020.8,,1
2009-06-03,17.7,12.1,23.0,61,0.0,,14.0,,1019.7,,4
2009-06-04,14.2,9.7,19.0,58,0.0,,13.8,,1017.6,,4
2009-06-05,13.9,8.0,18.7,55,0.2,,16.2,,1010.3,,5
2009-06-06,12.1,9.3,14.4,75,9.0,,9.6,,1000.6,,7
2009-06-07,13.0,11.0,17.3,79,3.2,,13.9,,1003.3,,
2009-06-08,12.1,8.0,15.4,89,11.6,,9.9,,1006.8,,6
2009-06-09,14.1,10.0,19.2,87,7.4,,18.6,,1007.7,,6
2009-06-10,14.2,10.7,17.9,88,7.6,,16.6,,1012.5,,
2009-06-11,15.7,11.0,20.8,69,0.0,,19.7,,1018.2,,
2009-06-12,16.8,10.0,22.9,73,0.0,,6.2,,1022.4,,6
2009-06-13,19.6,12.0,25.6,67,0.0,,5.8,,1020.8,,
2009-06-14,22.3,15.4,28.3,66,6.6,,9.4,,1017.6,,5
2009-06-15,16.7,15.4,18.0,88,10.6,,9.3,,1017.0,,7
2009-06-16,16.7,10.5,22.7,71,0.2,,9.1,,1023.4,,
2009-06-17,18.7,9.6,25.2,67,0.0,,7.8,,1021.1,,4
2009-06-18,18.1,12.9,21.2,77,0.2,,9.6,,1019.7,,
2009-06-19,16.2,12.9,20.5,60,0.0,,15.2,,1022.1,,
2009-06-20,13.7,8.7,18.7,70,0.0,,11.9,,1024.6,,6
2009-06-21,15.3,7.5,21.3,69,0.0,,13.3,,1024.2,,4
2009-06-22,16.2,12.6,20.5,60,0.0,,15.2,,1026.0,,
2009-06-23,17.1,9.2,22.5,57,0.0,,17.2,,1025.4,,1
2009-06-24,19.9,14.1,24.8,56,0.0,,19.6,,1017.0,,2
2009-06-25,21.8,17.0,26.7,63,0.2,,12.9,,1010.6,,
2009-06-26,20.8,18.1,24.9,74,0.2,,12.9,,1011.1,,7
2009-06-27,20.3,12.8,26.8,65,0.0,,11.6,,,,
2009-06-28,22.1,15.3,27.7,63,0.0,,9.0,,1015.4,,
2009-06-29,24.3,15.9,29.6,59,0.0,,10.5,,1017.0,,1
2009-06-30,24.7,16.4,30.4,56,0.0,,10.5,,1019.4,,2
2009-07-01,24.8,17.9,30.1,59,0.0,,12.0,,1020.3,,1
2009-07-02,25.4,18.2,32.4,58,0.0,,9.8,,1016.4,,
2009-07-03,22.9,18.1,27.8,62,0.0,,13.4,,1015.3,,
2009-07-04,22.7,16.9,28.2,56,0.0,,7.2,,1014.2,,3
2009-07-05,22.7,18.7,27.3,58,0.0,,11.4,,1011.5,,
2009-07-06,19.2,14.7,23.7,64,0.2,,16.3,,1011.0,,
2009-07-07,16.9,14.1,23.3,71,2.2,,17.6,,1009.8,,
2009-07-08,15.9,13.5,20.6,80,6.2,,16.4,,1013.9,,
2009-07-09,15.9,11.5,21.1,67,0.0,,14.6,,1017.5,,5
2009-07-10,15.7,10.3,20.3,63,0.0,,12.9,,1018.6,,6
2009-07-11,18.6,13.7,22.9,64,1.4,,8.0,,1017.4,,7
2009-07-12,20.3,16.5,27.4,77,0.2,,11.8,,1011.4,,6
2009-07-13,19.3,14.1,25.2,71,0.0,,10.8,,1012.1,,
2009-07-14,20.8,14.6,27.5,64,0.0,,12.3,,1011.9,,4
2009-07-15,20.7,14.0,26.7,55,0.0,,16.0,,1017.5,,3
2009-07-16,22.8,13.8,31.6,53,5.2,,9.4,,1018.3,,4
2009-07-17,16.8,15.0,20.4,76,4.6,,19.6,,1011.6,,7
2009-07-18,16.7,13.1,22.3,73,1.0,,22.5,,1015.5,,
2009-07-19,17.8,13.8,22.4,70,0.0,,18.4,,1016.9,,6
2009-07-20,19.4,13.0,25.7,60,0.0,,11.8,,1018.0,,
2009-07-21,24.6,16.9,31.4,56,0.6,,11.2,,1010.1,,7
2009-07-22,21.9,18.0,28.8,69,10.6,,13.5,,1006.4,,6
2009-07-23,18.7,16.9,22.8,84,4.0,,13.1,,1006.4,,
2009-07-24,17.6,14.9,23.3,74,1.6,,17.1,,1015.8,,6
2009-07-25,17.7,11.9,23.8,70,0.0,,11.1,,1024.1,,
2009-07-26,19.9,12.2,26.9,60,0.0,,8.8,,1020.7,,5
2009-07-27,17.8,13.3,24.1,72,1.4,,10.4,,1014.5,,3
2009-07-28,19.1,11.6,25.7,62,0.0,,9.2,,1020.1,,3
2009-07-29,20.8,11.4,28.2,57,1.0,,10.2,,1015.9,,6
2009-07-30,18.3,12.7,23.8,59,0.2,,17.6,,1022.1,,
2009-07-31,19.5,14.1,25.5,50,0.0,,8.6,,1022.1,,6
2009-08-01,21.6,15.6,28.3,51,4.8,,9.8,,1011.9,,
2009-08-02,17.7,15.0,21.8,75,0.0,,13.0,,1013.2,,7
2009-08-03,18.6,14.3,24.4,55,0.0,,7.2,,,,
2009-08-04,20.4,11.7,27.7,61,0.0,,7.7,,,,
2009-08-05,23.4,16.0,30.5,48,0.0,,8.2,,1018.3,,5
2009-08-06,24.7,15.2,32.5,48,0.6,,7.8,,1016.6,,3
2009-08-07,20.8,18.7,24.6,72,0.2,,15.6,,1018.6,,6
2009-08-08,20.6,17.1,24.1,69,0.0,,9.9,,1019.9,,7
2009-08-09,22.4,17.0,27.4,57,0.0,,14.0,,1017.2,,6
2009-08-10,23.0,16.8,28.5,51,0.0,,12.5,,1017.1,,5
2009-08-11,20.8,18.3,25.0,69,0.0,,11.0,,1020.7,,6
2009-08-12,21.9,12.8,30.8,63,0.0,,10.5,,1021.6,,1
2009-08-13,20.6,18.3,25.4,73,0.0,,12.6,,1018.6,,
2009-08-14,21.3,16.0,27.4,59,0.0,,7.8,,1018.5,,4
2009-08-15,24.0,13.3,33.3,49,0.0,,6.4,,1016.0,,1
2009-08-16,24.2,16.2,32.0,59,0.0,,9.4,,1016.2,,2
2009-08-17,20.6,16.0,27.2,64,0.0,,13.4,,1016.8,,4
2009-08-18,21.2,11.4,29.6,57,0.0,,4.8,,1019.6,,4
2009-08-19,26.7,15.2,35.8,50,0.0,,6.8,,1017.2,,0
2009-08-20,25.2,21.8,32.3,56,0.0,,13.4,,1016.0,,5
2009-08-21,20.5,16.1,25.6,46,0.0,,11.0,,1022.6,,
2009-08-22,21.0,14.6,26.8,44,0.0,,9.2,,1023.5,,4
2009-08-23,21.8,13.0,29.0,43,0.0,,9.5,,1017.9,,1
2009-08-24,19.9,13.3,29.5,64,18.4,,6.5,,1008.8,,4
2009-08-25,19.1,16.2,24.2,74,0.0,,9.3,,1011.7,,6
2009-08-26,19.7,12.8,26.6,61,0.0,,11.9,,1015.0,,
2009-08-27,20.1,14.8,26.5,70,0.0,,12.2,,1016.1,,3
2009-08-28,18.8,15.5,24.0,55,0.0,,20.3,,1017.4,,3
2009-08-29,17.2,10.3,23.7,58,0.0,,14.5,,1022.7,,2
2009-08-30,17.3,8.1,24.5,58,0.0,,7.0,,1022.2,,3
2009-08-31,21.5,11.8,29.8,45,0.0,,8.8,,1014.8,,0
2009-09-01,18.9,15.7,20.6,72,9.0,,11.4,,1011.9,,
2009-09-02,16.8,11.8,21.9,70,1.8,,16.0,,1014.3,,6
2009-09-03,16.7,14.7,21.3,72,8.4,,22.8,,1007.4,,
2009-09-04,14.1,11.7,18.0,80,11.8,,15.0,,1011.6,,5
2009-09-05,14.1,9.5,19.6,73,0.2,,12.8,,1024.1,,
2009-09-06,15.1,7.6,21.9,73,0.0,,5.8,,1025.6,,
2009-09-07,17.3,9.6,26.4,70,0.2,,5.0,,1020.8,,2
2009-09-08,19.8,11.4,29.0,68,0.0,,5.6,,1020.7,,3
2009-09-09,18.6,12.5,24.3,74,0.0,,11.7,,1022.9,,5
2009-09-10,17.9,15.2,22.6,74,0.2,,21.2,,1028.7,,5
2009-09-11,16.3,13.1,21.3,65,0.0,,23.8,,1029.8,,5
2009-09-12,16.4,12.3,21.1,65,0.0,,23.5,,1025.4,,
2009-09-13,15.6,11.4,19.2,69,0.0,,19.6,,1023.4,,
2009-09-14,14.8,11.7,19.2,75,3.6,,20.7,,1019.8,,
2009-09-15,13.7,11.8,18.3,77,0.0,,15.6,,1015.8,,6
2009-09-16,16.0,11.2,20.2,79,0.0,,20.4,,1014.2,,7
2009-09-17,16.6,14.3,18.4,77,0.0,,21.4,,1015.6,,8
2009-09-18,18.9,15.0,24.2,73,0.0,,14.1,,1014.8,,
2009-09-19,18.9,15.0,24.5,72,0.0,,7.0,,1014.7,,
2009-09-20,18.3,13.5,23.5,78,0.0,,8.6,,1019.9,,5
2009-09-21,17.6,14.1,22.6,76,0.0,,9.2,,1025.1,,3
2009-09-22,16.9,10.7,24.6,73,0.2,,6.5,,1026.9,,
2009-09-23,15.3,8.8,22.6,74,0.0,,6.9,,1027.2,,3
2009-09-24,16.0,10.9,21.8,84,0.0,,7.6,,1025.2,,
2009-09-25,15.3,9.8,21.2,65,0.0,,12.4,,1026.0,,1
2009-09-26,14.9,9.0,21.5,64,0.0,,11.0,,1025.7,,0
2009-09-27,16.0,9.0,23.3,64,0.0,,8.0,,1025.7,,0
2009-09-28,15.9,9.0,22.3,68,0.0,,8.3,,1025.8,,3
2009-09-29,16.2,10.9,22.1,72,0.0,,7.1,,1023.1,,
2009-09-30,15.8,10.7,22.2,79,0.0,,5.4,,1019.3,,5
2009-10-01,15.6,10.2,20.2,70,0.0,,9.7,,1017.8,,
2009-10-02,11.8,5.9,18.5,,0.0,,,,,,
2009-10-03,11.9,5.0,18.1,71,0.0,,13.2,,1017.3,,
2009-10-04,15.0,12.6,18.6,64,0.2,,14.4,,1015.8,,7
2009-10-05,15.7,11.8,20.3,81,12.8,,12.9,,1012.5,,7
2009-10-06,18.2,15.1,23.0,89,0.8,,9.3,,1012.8,,
2009-10-07,19.3,15.1,25.4,82,2.4,,9.8,,1011.3,,6
2009-10-08,17.5,15.3,22.2,87,0.0,,9.2,,1014.0,,
2009-10-09,15.6,13.3,18.1,90,8.8,,9.9,,1017.1,,7
2009-10-10,15.3,14.2,20.4,83,0.4,,13.8,,1016.4,,5
2009-10-11,13.3,9.1,16.9,88,0.6,,12.2,,1018.5,,6
2009-10-12,12.8,9.9,16.6,75,0.0,,16.2,,1023.6,,
2009-10-13,11.1,5.4,15.5,79,0.0,,7.7,,1030.0,,
2009-10-14,9.4,8.0,12.3,63,0.0,,15.9,,1029.7,,
2009-10-15,5.9,0.3,11.7,68,0.0,,15.8,,1030.8,,
2009-10-16,8.4,1.8,13.8,80,0.4,,12.5,,1029.6,,
2009-10-17,9.6,7.8,13.8,77,0.6,,12.5,,1026.8,,
2009-10-18,7.2,3.0,12.4,76,0.0,,7.1,,1024.9,,
2009-10-19,5.2,-0.7,11.4,75,0.2,,7.8,,1017.6,,3
2009-10-20,9.7,2.3,16.3,72,0.8,,8.8,,1002.8,,6
2009-10-21,12.1,10.8,12.5,83,5.4,,8.3,,998.6,,8
2009-10-22,11.9,9.7,16.1,85,2.2,,7.9,,1001.2,,
2009-10-23,11.6,9.6,14.5,90,1.4,,10.8,,1011.8,,6
2009-10-24,14.9,10.6,17.7,94,1.4,,13.6,,1012.9,,8
2009-10-25,11.5,9.2,16.5,88,0.2,,9.5,,1017.7,,
2009-10-26,10.3,6.3,17.6,84,0.0,,8.9,,1021.4,,3
2009-10-27,9.3,2.9,17.1,85,0.0,,6.3,,1022.0,,4
2009-10-28,9.8,4.7,17.5,86,0.0,,3.2,,1019.9,,7
2009-10-29,10.3,6.2,15.8,89,0.0,,8.0,,1022.3,,5
2009-10-30,8.1,6.7,9.7,94,0.0,,8.7,,1024.1,,8
2009-10-31,10.6,4.8,15.9,91,0.4,,6.7,,1024.1,,8
2009-11-01,14.2,11.5,17.8,94,14.2,,14.8,,1012.2,,8
2009-11-02,9.2,7.4,11.7,87,1.0,,14.0,,1005.3,,6
2009-11-03,10.2,6.0,13.2,93,5.2,,17.6,,996.8,,8
2009-11-04,9.2,7.2,12.7,82,0.8,,21.5,,993.1,,
2009-11-05,8.5,6.6,12.7,87,4.2,,16.2,,998.0,,
2009-11-06,7.9,5.0,12.2,86,2.2,,13.9,,1007.0,,
2009-11-07,7.9,4.0,11.6,88,0.8,,14.9,,1000.5,,6
2009-11-08,6.4,4.1,9.4,89,0.0,,13.2,,1003.7,,
2009-11-09,6.6,3.5,9.7,86,0.0,,14.6,,1015.0,,5
2009-11-10,5.6,1.6,9.6,91,0.0,,7.7,,1014.4,,
2009-11-11,5.6,3.2,10.5,92,0.0,,8.8,,1010.5,,
2009-11-12,10.4,3.9,13.5,90,0.0,,11.8,,1008.5,,7
2009-11-13,14.6,11.2,18.3,77,0.0,,15.5,,1008.6,,7
2009-11-14,13.4,10.9,14.8,72,1.2,,25.2,,1006.3,,5
2009-11-15,11.8,10.1,14.5,82,4.4,,13.6,,1011.6,,
2009-11-16,13.2,10.3,15.5,89,3.2,,15.5,,1008.1,,7
2009-11-17,10.5,9.7,10.7,93,3.2,,11.4,,1014.5,,7
2009-11-18,10.3,8.4,13.8,87,0.0,,18.0,,1022.3,,
2009-11-19,9.1,5.5,13.6,91,0.0,,10.2,,1021.5,,
2009-11-20,11.9,8.1,16.1,84,1.2,,10.7,,1020.5,,4
2009-11-21,13.9,11.1,16.2,77,5.8,,9.8,,1020.2,,7
2009-11-22,11.4,9.6,14.0,82,0.8,,25.0,,1013.6,,6
2009-11-23,11.2,7.9,13.5,84,5.4,,28.1,,1012.1,,7
2009-11-24,13.2,12.2,14.5,82,0.0,,23.2,,1016.4,,7
2009-11-25,9.7,8.9,12.2,85,4.0,,20.2,,1010.6,,
2009-11-26,9.2,7.1,12.2,84,1.6,,24.1,,1011.4,,
2009-11-27,8.7,6.5,11.2,79,0.0,,23.7,,1007.9,,
2009-11-28,9.2,6.5,11.1,85,3.6,,27.0,,1003.9,,7
2009-11-29,8.8,7.0,9.8,77,4.8,,23.1,,995.0,,7
